Gene Name,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10
G2566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2567,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2568,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2569,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2570,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2571,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2574,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2576,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2577,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2580,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2583,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2584,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2585,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2586,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2587,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2590,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2591,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2592,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2593,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2598,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2599,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2603,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2607,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2608,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2609,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2610,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2611,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2612,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2613,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2615,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2616,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2617,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2619,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2622,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2628,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2630,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2631,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2633,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2634,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2635,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2637,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2638,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2640,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2641,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2642,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2643,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2644,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2645,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2646,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2647,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2648,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2649,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2650,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2651,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2652,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2653,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2654,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2656,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2657,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2658,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2659,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2660,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2661,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2662,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2663,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2664,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2666,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2668,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2670,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2672,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2673,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2674,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2675,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2676,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2677,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2678,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2679,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2680,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2681,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2682,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2683,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2684,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2685,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2686,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2687,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2688,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2689,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2690,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2691,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2692,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2693,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2694,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2695,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2696,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2697,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2698,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2699,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2700,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2701,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2702,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2703,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2704,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2706,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2707,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2708,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2709,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2710,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2711,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2712,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2713,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2714,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2715,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2716,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2717,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2718,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2719,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2720,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2721,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2722,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2723,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2724,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2725,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2726,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2727,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2728,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2729,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2730,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2731,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2732,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2733,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2734,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2735,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2736,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2737,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2738,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2739,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2740,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2741,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2742,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2743,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2744,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2745,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2746,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2747,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2748,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2749,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2750,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2751,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2752,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2753,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2754,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2755,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2756,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2757,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2758,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2759,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2760,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2763,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2764,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2765,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2766,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2767,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2768,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2769,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2770,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2771,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2772,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2773,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2774,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2775,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2777,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2778,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2779,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2780,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2781,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2782,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2783,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2784,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2785,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2786,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2787,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2788,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2789,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2790,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2791,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2792,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2793,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2794,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2795,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2796,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2797,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2798,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2799,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2800,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2801,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2802,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2803,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2804,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2805,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2806,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2807,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2808,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2809,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2810,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2811,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2812,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2813,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2814,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2815,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2816,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2817,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2818,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2819,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2820,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2821,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2822,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2823,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2824,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2825,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2826,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2827,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2828,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2829,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2830,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2831,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2832,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2833,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2834,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2835,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2836,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2837,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2838,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2839,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2840,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2841,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2842,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2843,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2844,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2845,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2846,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2847,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2848,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2849,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2850,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2851,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2852,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2853,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2854,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2855,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2856,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2857,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2858,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2859,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2860,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2861,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2862,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2863,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2864,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2865,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2867,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2869,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2870,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2871,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2872,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2873,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2874,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2875,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2876,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2877,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2878,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2879,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2880,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2881,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G2882,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
